label,model,size,git_commit,git_branch,nvpmodel,wall_s,n_samples,dt_s,power_total_source,peak_power_mW,mean_power_mW,min_power_mW,energy_J,energy_Wh,peak_ram_mb,peak_swap_mb,peak_gr3d_pct,mean_gr3d_pct,command,max_temp_cpu_C,max_temp_gpu_C,max_temp_soc0_C,max_temp_soc1_C,max_temp_soc2_C,max_temp_tj_C
ov_on,hac,20k,7cec6c5,HEAD,NV Power Mode: 25W 1 ,875.174,874,1.0,VDD_IN,18517,17537.644164759724,5216,15327.901,4.25775,7292,1523,99.0,96.57,./slorado basecaller -C 128 -c 12288 -K 4096 -p 150 --overlap-decode=yes -o /dev/null models/dna_r10.4.1_e8.2_400bps_hac@v5.0.0 test/PGXXXX230339/reads_20k.blow5 ,63.91,65.16,63.25,62.31,62.59,65.28
