timestamp,ram_used_mb,ram_total_mb,swap_used_mb,swap_total_mb,cpu0_util_pct,cpu0_freq_mhz,cpu1_util_pct,cpu1_freq_mhz,cpu2_util_pct,cpu2_freq_mhz,cpu3_util_pct,cpu3_freq_mhz,cpu4_util_pct,cpu4_freq_mhz,cpu5_util_pct,cpu5_freq_mhz,gr3d_freq_util_pct,temp_cpu_c,temp_soc2_c,temp_soc0_c,temp_gpu_c,temp_tj_c,temp_soc1_c,power_vdd_in_mw,power_vdd_cpu_gpu_cv_mw,power_vdd_soc_mw,elapsed_sec
2026-06-23T11:59:38.640467+00:00,2216,7607,811,20188,33,1344,15,1344,12,1344,32,1344,0,729,1,729,23,49.0,47.375,48.781,48.906,49.0,48.656,5488,881,1522,0.0
2026-06-23T11:59:40.165735+00:00,2455,7607,811,20188,13,1344,13,1344,7,729,9,729,13,1344,56,1344,0,48.593,47.281,48.812,48.75,48.812,48.625,5680,958,1520,1.53
2026-06-23T11:59:41.694036+00:00,3463,7607,811,20188,53,1344,45,1344,52,1344,48,1344,58,1267,59,1267,0,49.031,47.531,48.843,49.187,49.187,48.75,6589,1714,1597,3.05
2026-06-23T11:59:43.220465+00:00,6310,7607,811,20188,0,1036,3,1036,92,1036,7,1036,6,1344,1,1344,0,48.687,47.375,48.875,48.781,48.875,48.781,6360,1198,1717,4.58
2026-06-23T11:59:44.744381+00:00,6526,7607,811,20188,4,729,3,729,2,729,5,729,4,729,0,729,51,49.281,47.968,49.031,50.062,50.062,48.718,10253,4199,2066,6.1
2026-06-23T11:59:46.267939+00:00,6528,7607,811,20188,0,960,1,960,0,960,0,960,6,729,0,729,99,49.562,48.312,49.375,50.875,50.875,49.0,12320,5172,2733,7.63
2026-06-23T11:59:47.792325+00:00,6530,7607,811,20188,2,1344,5,1344,3,1344,3,1344,0,729,0,729,99,49.5,48.531,49.656,50.843,50.843,49.125,11864,4825,2812,9.15
2026-06-23T11:59:49.317493+00:00,6533,7607,811,20188,1,960,2,960,0,960,0,960,6,729,0,729,99,49.968,48.843,49.875,51.593,51.593,49.375,13210,5322,3322,10.68
2026-06-23T11:59:50.841813+00:00,6535,7607,811,20188,4,1036,2,1036,5,1036,3,1036,1,729,0,729,99,49.906,48.968,50.187,51.218,51.218,49.468,12201,4817,3129,12.2
2026-06-23T11:59:52.364902+00:00,6538,7607,811,20188,3,1036,1,1036,1,1036,0,1036,6,729,0,729,99,50.437,49.281,50.375,51.937,51.937,49.625,13566,5519,3474,13.72
2026-06-23T11:59:53.888867+00:00,6540,7607,811,20188,5,1036,2,1036,0,1036,2,1036,0,729,0,729,99,50.593,49.343,50.468,51.531,51.531,50.0,12122,4699,3169,15.25
2026-06-23T11:59:55.412342+00:00,6543,7607,811,20188,0,1036,0,1036,1,1036,1,1036,0,729,5,729,99,50.843,49.656,50.562,52.187,52.187,50.187,13684,5558,3474,16.77
2026-06-23T11:59:56.935150+00:00,6546,7607,811,20188,3,729,0,1036,7,1036,4,1036,0,729,5,729,49,50.718,49.718,50.687,51.75,51.75,50.187,11904,4627,3090,18.29
2026-06-23T11:59:58.458447+00:00,6548,7607,811,20188,3,1036,2,1036,1,1036,0,1036,0,729,5,729,99,51.062,50.031,50.906,52.968,52.968,50.343,13566,5558,3435,19.82
2026-06-23T11:59:59.981911+00:00,6549,7607,811,20188,3,1036,5,1036,3,1036,2,1036,0,729,6,729,99,51.0,50.125,51.218,52.312,52.312,50.468,12102,4746,3050,21.34
2026-06-23T12:00:01.505107+00:00,6551,7607,811,20188,0,1036,0,1036,0,1036,0,1036,0,729,8,729,99,51.25,50.375,51.343,53.062,53.062,50.687,13882,5598,3593,22.86
2026-06-23T12:00:03.027189+00:00,6554,7607,811,20188,0,1036,3,1036,7,1036,5,1036,6,729,0,729,99,51.781,50.5,51.437,52.687,52.687,51.0,12795,4975,3322,24.39
2026-06-23T12:00:04.549889+00:00,6556,7607,811,20188,0,729,1,729,1,729,0,729,6,729,0,729,99,51.531,50.593,51.593,52.812,52.812,51.156,13170,5282,3441,25.91
2026-06-23T12:00:06.073125+00:00,6559,7607,811,20188,0,1036,1,1036,0,1036,4,1036,8,729,0,729,99,51.75,50.843,51.718,53.468,53.468,51.187,13249,5243,3441,27.43
2026-06-23T12:00:07.596555+00:00,6561,7607,811,20188,0,729,0,729,0,1036,0,1036,1,729,0,729,99,51.937,51.0,52.0,52.687,52.687,51.312,12558,4936,3322,28.96
2026-06-23T12:00:09.119366+00:00,6563,7607,811,20188,5,1036,3,1036,4,1036,5,1036,5,729,0,729,99,52.343,51.187,52.187,53.75,53.75,51.656,13289,5361,3361,30.48
2026-06-23T12:00:10.643676+00:00,6566,7607,811,20188,0,1344,3,1344,0,1344,0,1344,1,729,0,729,99,52.125,51.156,52.281,53.125,53.125,51.875,12280,4738,3248,32.0
2026-06-23T12:00:12.166491+00:00,6568,7607,811,20188,0,729,3,729,4,729,0,806,6,729,0,729,99,52.656,51.593,52.406,54.031,54.031,51.937,14120,5667,3711,33.53
2026-06-23T12:00:13.689623+00:00,6571,7607,811,20188,1,729,0,1036,0,1036,0,1036,6,729,0,729,99,52.562,51.562,52.468,54.093,54.093,51.906,12835,5014,3361,35.05
2026-06-23T12:00:15.211856+00:00,6573,7607,811,20188,5,1036,2,1036,1,1036,3,1036,7,729,0,729,99,52.468,51.75,52.843,53.812,53.812,51.968,13408,5361,3520,36.57
2026-06-23T12:00:16.734907+00:00,6576,7607,811,20188,1,729,1,729,0,729,4,729,6,729,0,729,99,52.812,51.937,52.812,54.25,54.25,52.468,13526,5361,3553,38.09
2026-06-23T12:00:18.259754+00:00,6578,7607,811,20188,0,1036,0,1036,1,1036,0,1036,1,729,0,729,99,52.656,51.937,52.937,53.656,53.656,52.468,12716,4975,3322,39.62
2026-06-23T12:00:19.782871+00:00,6581,7607,811,20188,3,806,5,806,3,806,0,806,7,729,0,729,99,53.281,52.062,53.093,54.5,54.5,52.562,13605,5479,3514,41.14
2026-06-23T12:00:21.305409+00:00,6583,7607,811,20188,1,729,0,729,0,729,1,729,0,729,0,729,99,52.968,52.062,53.125,53.906,53.906,52.656,12320,4778,3248,42.67
2026-06-23T12:00:22.827861+00:00,6586,7607,811,20188,5,1036,2,1036,0,1036,2,1036,7,729,0,729,99,53.187,52.406,53.406,54.656,54.656,52.625,13724,5558,3514,44.19
2026-06-23T12:00:24.350775+00:00,6589,7607,811,20188,0,729,1,729,0,1036,0,1036,7,729,0,729,99,53.187,52.375,53.406,54.437,54.437,52.875,12201,4778,3129,45.71
2026-06-23T12:00:25.873234+00:00,6591,7607,811,20188,2,1344,5,1344,3,1344,3,1344,6,729,0,729,99,53.281,52.562,53.468,54.625,54.625,53.031,13843,5519,3632,47.23
2026-06-23T12:00:27.396742+00:00,6594,7607,811,20188,1,1036,0,1036,0,1036,3,1036,6,729,0,729,99,53.937,52.718,53.531,54.906,54.906,53.093,13210,5164,3480,48.76
2026-06-23T12:00:28.919741+00:00,6596,7607,811,20188,4,1036,3,1036,2,1036,1,1036,6,729,0,729,99,53.625,52.718,53.687,54.875,54.625,53.187,13112,5203,3441,50.28
2026-06-23T12:00:30.442931+00:00,6598,7607,811,20188,1,1036,1,1036,2,1036,0,1036,4,729,0,729,99,53.687,53.062,54.0,55.156,55.156,53.218,13447,5401,3435,51.8
2026-06-23T12:00:31.966417+00:00,6613,7607,811,20188,0,1344,5,1344,7,1344,3,1344,3,1190,2,1190,93,53.781,52.968,54.0,54.343,54.343,53.406,12360,4738,3288,53.33
2026-06-23T12:00:33.508767+00:00,6734,7607,812,20188,88,1344,82,1344,83,1344,83,1344,87,1344,87,1344,0,53.531,52.437,53.687,53.375,53.687,53.25,7547,2348,1674,54.87
2026-06-23T12:00:35.033198+00:00,6741,7607,812,20188,4,729,8,729,4,729,3,729,0,729,0,729,99,53.781,52.718,53.718,54.625,54.625,53.25,11229,4667,2301,56.39
2026-06-23T12:00:36.557427+00:00,6741,7607,812,20188,6,1344,0,1344,3,1344,3,1344,0,729,0,729,99,53.781,52.781,53.906,55.0,55.0,53.156,11983,5172,2376,57.92
2026-06-23T12:00:38.079587+00:00,6742,7607,812,20188,9,729,4,729,3,729,10,729,1,729,2,729,98,54.031,53.125,53.968,55.0,55.0,53.593,13447,5479,3322,59.44
2026-06-23T12:00:39.603140+00:00,6746,7607,812,20188,1,729,1,729,0,729,7,729,0,729,0,729,99,53.875,53.062,54.031,55.218,55.218,53.562,12320,5014,2971,60.96
2026-06-23T12:00:41.126185+00:00,6747,7607,812,20188,4,1036,3,1036,2,1036,6,1036,0,729,0,729,99,54.062,53.281,54.375,55.093,55.093,53.718,13684,5519,3514,62.49
2026-06-23T12:00:42.649998+00:00,6743,7607,812,20188,0,1036,5,1036,0,1036,1,1036,0,729,0,729,99,54.281,53.375,54.375,55.437,55.437,53.75,13131,5203,3361,64.01
2026-06-23T12:00:44.173242+00:00,6746,7607,812,20188,2,1344,6,1344,3,1344,7,1344,0,729,0,729,99,54.156,53.375,54.406,55.562,55.562,54.031,12954,5164,3361,65.53
2026-06-23T12:00:45.695781+00:00,6749,7607,812,20188,1,1036,1,1036,4,1036,0,1036,0,729,1,729,99,54.406,53.562,54.468,55.687,55.687,54.0,13803,5598,3553,67.06
2026-06-23T12:00:47.219880+00:00,6752,7607,812,20188,11,1036,3,1036,2,1036,2,1036,1,729,0,729,99,54.5,53.593,54.5,55.343,55.343,54.031,12360,4778,3288,68.58
2026-06-23T12:00:48.742901+00:00,6754,7607,812,20188,3,1113,3,1113,6,1113,5,1113,0,729,0,729,98,54.687,53.718,54.625,55.781,55.781,54.156,14199,5746,3711,70.1
2026-06-23T12:00:50.267380+00:00,6757,7607,812,20188,0,1036,1,1036,7,1036,1,1036,0,729,0,729,99,54.625,53.906,54.906,55.843,55.843,54.156,13073,5085,3441,71.63
2026-06-23T12:00:51.789885+00:00,6759,7607,812,20188,2,729,0,729,11,729,2,729,3,729,0,729,99,54.531,53.968,54.906,56.031,56.031,54.218,13289,5322,3441,73.15
2026-06-23T12:00:53.312627+00:00,6761,7607,812,20188,1,1036,0,1036,1,1036,4,1036,0,729,0,729,99,54.812,54.0,54.906,56.062,56.062,54.437,14040,5628,3711,74.67
2026-06-23T12:00:54.837067+00:00,6764,7607,812,20188,10,1036,2,1036,1,1036,3,1036,0,729,0,729,3,55.093,54.0,54.968,55.906,55.906,54.5,12360,4778,3361,76.2
2026-06-23T12:00:56.359971+00:00,6766,7607,812,20188,6,1036,0,1036,1,1036,0,1036,0,729,0,729,99,55.218,54.156,54.968,56.062,56.062,54.468,13961,5589,3711,77.72
2026-06-23T12:00:57.882450+00:00,6769,7607,812,20188,3,729,4,729,7,729,3,729,1,729,0,729,99,54.968,54.187,55.312,56.468,56.468,54.593,13684,5401,3632,79.24
2026-06-23T12:00:59.406126+00:00,6771,7607,812,20188,5,729,1,729,0,729,0,729,0,729,0,729,99,54.906,54.312,55.281,55.593,55.593,54.625,12597,4896,3361,80.77
2026-06-23T12:01:00.928843+00:00,6774,7607,812,20188,2,1036,2,1036,9,1036,2,1036,0,729,0,729,99,55.531,54.406,55.312,56.562,56.562,54.812,14159,5707,3711,82.29
2026-06-23T12:01:02.452605+00:00,6778,7607,812,20188,2,1036,1,1036,4,1036,2,1036,0,729,0,729,99,55.5,54.375,55.343,56.562,56.562,54.875,12795,5014,3322,83.81
2026-06-23T12:01:03.975536+00:00,6779,7607,812,20188,2,1036,3,1036,6,1036,3,1036,0,729,0,729,99,55.531,54.406,55.343,56.156,56.156,54.812,13368,5322,3559,85.34
2026-06-23T12:01:05.499640+00:00,6783,7607,812,20188,3,1036,3,1036,4,1036,0,1036,4,729,1,729,99,55.562,54.625,55.5,56.593,56.593,55.0,14080,5667,3711,86.86
2026-06-23T12:01:07.023059+00:00,6785,7607,812,20188,7,1036,1,1036,2,1036,6,1036,0,729,0,729,65,55.312,54.5,55.656,55.906,55.906,54.968,12280,4699,3327,88.38
2026-06-23T12:01:08.545960+00:00,6787,7607,812,20188,1,729,0,729,1,729,4,1036,0,729,0,729,97,55.968,54.843,55.718,56.875,57.031,55.031,14159,5707,3672,89.91
2026-06-23T12:01:10.068730+00:00,6790,7607,812,20188,5,729,8,729,4,1036,8,1036,0,729,0,729,99,55.812,54.718,55.75,56.5,56.5,55.187,12677,5014,3243,91.43
2026-06-23T12:01:11.591264+00:00,6792,7607,812,20188,4,729,1,1036,0,1036,3,1036,0,729,0,729,99,55.812,54.875,55.718,56.468,56.468,55.25,13368,5322,3520,92.95
2026-06-23T12:01:13.114027+00:00,6795,7607,812,20188,5,729,2,729,9,729,3,729,0,729,0,729,99,55.968,54.875,55.718,56.937,56.687,55.281,13566,5440,3474,94.47
2026-06-23T12:01:14.636785+00:00,6797,7607,812,20188,1,1344,0,1344,4,1344,1,1344,0,729,0,729,40,55.75,54.906,56.0,56.562,56.562,55.281,12479,4857,3322,96.0
2026-06-23T12:01:16.159721+00:00,6799,7607,812,20188,10,1036,1,1036,7,1036,3,1036,0,729,0,729,99,55.968,55.093,55.937,56.812,56.812,55.312,14001,5589,3711,97.52
2026-06-23T12:01:17.682937+00:00,6797,7607,812,20188,0,729,4,729,1,729,0,729,4,729,0,729,99,56.281,55.093,56.031,57.062,57.062,55.531,13526,5361,3514,99.04
2026-06-23T12:01:19.206513+00:00,6800,7607,812,20188,5,729,2,729,0,729,4,729,0,729,0,729,99,56.0,55.062,56.062,56.562,56.562,55.531,12835,5093,3361,100.57
2026-06-23T12:01:20.728865+00:00,6803,7607,812,20188,0,729,7,729,2,729,1,729,0,729,1,729,99,56.156,55.187,56.0,57.593,57.593,55.531,14040,5707,3632,102.09
2026-06-23T12:01:22.256538+00:00,6807,7607,812,20188,3,960,7,960,3,960,2,960,0,729,0,729,99,56.343,55.312,56.093,57.281,57.281,55.531,13605,5243,3672,103.62
2026-06-23T12:01:23.779876+00:00,6809,7607,812,20188,3,1036,5,1036,6,1036,3,1036,0,729,0,729,99,56.093,55.281,56.156,56.906,56.906,55.625,13131,5203,3480,105.14
2026-06-23T12:01:25.337905+00:00,6962,7607,814,20188,79,729,84,729,78,729,79,729,79,729,78,729,99,55.718,54.593,55.812,56.062,56.062,55.5,8373,2662,1870,106.7
2026-06-23T12:01:26.862113+00:00,6963,7607,814,20188,7,1036,5,1036,5,1036,4,1036,4,729,0,729,99,55.812,54.906,55.875,56.875,56.875,55.406,11983,5172,2376,108.22
2026-06-23T12:01:28.386585+00:00,6963,7607,814,20188,0,729,0,729,0,729,3,729,0,729,0,729,99,55.718,55.0,55.937,56.562,56.562,55.406,12082,4857,2931,109.75
2026-06-23T12:01:29.909656+00:00,6963,7607,814,20188,4,1036,3,1036,2,1036,1,1036,8,729,0,729,99,55.843,55.25,56.25,57.093,57.093,55.468,13487,5519,3356,111.27
2026-06-23T12:01:31.433939+00:00,6963,7607,814,20188,0,1036,0,1036,0,1036,0,1036,11,729,0,729,66,55.781,55.125,56.218,56.562,56.562,55.687,12162,4738,3129,112.79
2026-06-23T12:01:32.957340+00:00,6964,7607,814,20188,5,1344,1,1344,0,1344,4,1344,6,729,0,729,99,55.937,55.375,56.218,57.125,57.125,55.718,14080,5667,3632,114.32
2026-06-23T12:01:34.481309+00:00,6964,7607,814,20188,1,1036,0,1036,0,1036,0,1036,7,729,0,729,99,56.437,55.312,56.156,57.281,57.281,55.75,12637,5014,3203,115.84
2026-06-23T12:01:36.004745+00:00,6964,7607,814,20188,3,1344,4,1344,2,1344,2,1344,6,729,0,729,99,56.156,55.375,56.25,56.937,56.937,55.687,13447,5440,3474,117.36
2026-06-23T12:01:37.527422+00:00,6966,7607,814,20188,0,1036,0,1036,0,1036,0,1036,0,729,9,729,99,56.156,55.312,56.187,57.625,57.625,55.656,13408,5361,3441,118.89
2026-06-23T12:01:39.051182+00:00,6969,7607,814,20188,4,1036,3,1036,5,1036,4,1036,2,729,5,729,99,56.062,55.406,56.437,57.343,57.343,55.75,12914,5164,3322,120.41
2026-06-23T12:01:40.573481+00:00,6973,7607,814,20188,3,729,0,729,1,729,0,729,7,729,0,729,99,56.156,55.468,56.406,57.531,57.531,55.906,13368,5401,3395,121.93
2026-06-23T12:01:42.097754+00:00,6975,7607,814,20188,2,1036,2,1036,2,1036,2,1036,0,729,2,729,99,56.343,55.406,56.375,56.906,56.906,55.906,12399,4896,3203,123.46
2026-06-23T12:01:43.620768+00:00,6977,7607,814,20188,0,1344,0,1344,1,1344,0,1344,6,729,0,729,99,56.625,55.593,56.375,57.625,57.625,55.843,13882,5667,3514,124.98
2026-06-23T12:01:45.143934+00:00,6981,7607,814,20188,2,729,2,729,4,729,3,729,7,729,2,729,17,56.25,55.437,56.406,57.187,57.187,55.781,12320,4778,3288,126.5
2026-06-23T12:01:46.667065+00:00,6984,7607,814,20188,0,1036,0,1036,0,1036,0,1036,6,729,0,729,98,56.312,55.656,56.562,57.437,57.437,55.875,13961,5628,3632,128.03
2026-06-23T12:01:48.189671+00:00,6987,7607,814,20188,5,1344,1,1344,2,1344,2,1344,6,729,1,729,99,56.468,55.687,56.593,57.656,57.656,56.093,13289,5164,3480,129.55
2026-06-23T12:01:49.712034+00:00,6989,7607,814,20188,1,1036,0,1036,0,1036,1,1036,6,729,0,729,99,56.468,55.687,56.562,57.5,57.5,56.125,13210,5282,3441,131.07
2026-06-23T12:01:51.234584+00:00,6991,7607,814,20188,5,729,2,729,0,729,2,729,7,729,1,729,99,56.593,55.718,56.562,58.0,58.0,56.062,13210,5282,3322,132.59
2026-06-23T12:01:52.761565+00:00,6989,7607,814,20188,0,729,1,729,1,729,0,729,0,729,0,729,99,56.718,55.718,56.687,57.031,57.031,56.093,12597,4975,3282,134.12
2026-06-23T12:01:54.284150+00:00,6991,7607,814,20188,3,1036,2,1036,1,1036,3,1036,5,729,0,729,99,56.656,55.906,56.625,57.718,57.718,56.156,13724,5598,3514,135.64
2026-06-23T12:01:55.806896+00:00,6994,7607,814,20188,1,1344,2,1344,5,1344,2,1344,5,729,2,729,99,56.5,55.875,56.843,57.25,57.25,55.968,12439,4817,3243,137.17
2026-06-23T12:01:57.330391+00:00,6996,7607,814,20188,0,729,0,729,0,729,1,729,6,729,0,729,99,56.968,55.875,56.906,57.593,57.593,56.5,13882,5589,3593,138.69
2026-06-23T12:01:58.853653+00:00,7001,7607,814,20188,6,729,3,729,3,729,3,729,6,729,1,729,99,57.0,55.968,56.843,58.0,58.0,56.343,13764,5401,3672,140.21
