read_id	mean_q	model
c34f49cf-13c2-4e72-90e3-2bb6b47c6901	23.540	fast
612101fc-49d2-4f97-80ab-589cc3d1ca74	21.005	fast
94d590bb-7175-428a-8e29-581102ebd259	9.767	hac
fc62ae49-5522-4f73-88ff-f81c8769e2cf	22.168	fast
6482b1d7-64d2-460c-ba92-e0f2fb649e1c	16.721	fast
3aaf0e41-aabb-4230-971f-c397e49729d1	9.265	hac
592d5613-d455-4420-ae75-5d8ec96b6c6b	18.179	fast
b629fc92-8de0-42f4-8aeb-4cffb8dec6ba	24.008	fast
30168029-dfff-4ff8-92ad-dbca33eba758	26.859	fast
2fd818ca-a520-4bd1-a218-55e0b9144526	8.956	hac
bed17fa9-96d6-44dd-a5cc-359ad59d752e	24.911	fast
e69628d7-2dea-40e7-b99e-e881ed3b5e65	23.130	fast
cbbb6faf-a769-44ef-8770-a8ee354255d7	9.169	hac
d33a1467-3bf4-4d3e-a4d0-c961567e475b	8.606	hac
2a4558d3-5347-478f-9d6b-5e1d07f6f7c4	24.025	fast
0785cc7c-fe68-4192-b4b8-cfa28b0711e4	9.142	hac
d52a0bc5-1db1-4df5-8756-dd5b65c997e7	25.008	fast
8412cc2a-52bf-4ec9-817a-115cd274029a	26.286	fast
c6df16b0-42b9-43ec-97e0-b6dd02df4997	4.887	hac
2b34704d-6848-4475-b1b0-17ed3facc095	17.436	fast
65656a9b-1d31-4a8b-b5d3-c53e04f37bc2	23.623	fast
055e6479-00af-4a3e-8c7a-c47238af917f	6.848	hac
3f2d12d5-f9ce-495b-9096-5d6ca508da2e	23.060	fast
508433df-d903-44a1-8807-f64c39f55730	18.068	fast
c4d6d7d2-2231-4ff5-bae2-dd0b11cdbf33	24.098	fast
98317274-0b03-40a9-9377-9513c12de900	22.721	fast
2bcbe2e2-a1d6-40f0-b3bf-709915704e6c	21.610	fast
bf723ba5-c074-4d31-828d-aa010e00dac9	26.416	fast
1fd9962c-1ca9-4453-a5f2-67f9a96ba7c3	26.082	fast
978479fa-7107-4e10-8b2c-80356a9010cd	24.450	fast
fd0cf977-dea2-4406-8587-2e02792e59d5	18.951	fast
4aff34c3-41e4-4139-9ac8-7c822b6061af	21.327	fast
7dd07219-c649-491e-a91c-5e92128b0c01	24.151	fast
c5a9888a-55a0-4009-ae11-d9922e13e77f	22.557	fast
c9eadd63-e335-4a2d-99f7-b0aea6262284	20.949	fast
c523a7d0-2d68-4667-986d-065006e7ced9	24.555	fast
37080773-85cb-4ede-b09e-c498e950b87c	21.888	fast
09c1fe6a-e41d-43c8-bf26-ed33d36fc18e	24.343	fast
e7ae0534-10fe-4c19-ac00-e7a2f42a79e3	24.519	fast
17eb694b-dc81-496e-87d7-00c9cd25d150	18.027	fast
7890ab6b-fbc3-4d4c-9ccd-e1f0404d5c52	24.477	fast
af3c90c1-17c1-4530-8289-7cfa55a59267	9.313	hac
e6d10cdb-456c-4c52-b4b7-f28f8d36ae5f	24.278	fast
e99cefe3-fcd3-432c-941b-aa2121219d76	22.643	fast
aeac95b0-9fb3-4731-8d05-6db8c2481c08	6.249	hac
a254ed31-a49b-42de-9eec-e2537793e307	23.704	fast
64945093-976c-488e-b68e-9e23b9269df0	24.178	fast
e2672af1-455b-444f-8e1e-0b47ce74cb90	12.307	fast
9b6f02bd-248c-4b54-8f7c-ddb5a739c579	23.811	fast
a560c9f1-8ee2-49ce-b776-5781a23ea106	19.293	fast
b49e2942-8985-481b-9144-0c66de59fe48	25.636	fast
743cfe70-c471-4ace-adac-4d6b8700d6ca	24.221	fast
a81c9602-f7f8-4f24-8fa4-55cf04dec163	15.838	fast
704e74b3-cf0d-4b50-b0a6-5b86c0cfb5fd	8.807	hac
210c1b5c-89fd-4196-8c26-6c54c92d87c9	7.673	hac
c71f8b36-d420-4d85-b5fe-9f2b8c9b4919	23.855	fast
1045cdbc-3652-4f19-b81a-abfe75d95b0c	24.294	fast
10e4ed3a-4e0b-4014-b227-6c9fa8632f6d	24.286	fast
e38416e6-7af9-4db3-9299-b2622cf74bf4	22.634	fast
bd3b5bc3-f65c-4956-87c1-29debd948d23	23.125	fast
5fbac5d6-80f2-4b2b-852f-3e8fae0ad391	20.841	fast
89c6b1f7-49dc-4918-8cf5-fc007b43fc9b	21.074	fast
15948002-537a-4bfd-aa31-9f28009e596d	7.528	hac
da59fbc9-d71e-4a35-ab7e-bba5cc556e4d	17.709	fast
786d8a8a-631b-485b-afce-64b079be2155	19.054	fast
76be4401-16ff-4d9b-a0b4-8619d6085a39	19.337	fast
0b88c284-d634-4deb-ad8b-ffadf223b199	9.484	hac
945814d5-4be1-4f39-8732-c6130b729cee	5.913	hac
f744b060-f082-4a95-8dc1-7914126275f2	9.092	hac
6d28b660-ec19-418d-a4d6-fc47afe46788	15.716	fast
a433544a-dd57-4693-be22-c989f53e9de8	20.919	fast
33ec6d69-3faa-460f-bc02-bbbb43ef6b4a	13.444	fast
586edb15-cf76-4841-8c8a-cef1fef6acf3	26.428	fast
92354530-f700-4a95-9c28-f03f35cf24fa	21.330	fast
4ff0bb6a-5eca-43d5-bbc6-1b72589807cb	21.204	fast
6a46f031-106c-448e-885b-99475e996442	27.015	fast
e7b3385b-eabf-40df-98a1-9a735594be22	17.379	fast
02ec7772-3528-4a22-8fe1-b47b41a0e94b	19.537	fast
8059b8ba-eeca-4fbf-b1bc-83ac6717ceb0	22.412	fast
c40af6d5-896b-418b-b68c-1cef9e18a1dc	24.641	fast
67f22bc6-fdfb-4583-89cb-b5526e0a4dfa	21.120	fast
3e13e058-1859-4d22-b0eb-24ef124fda04	24.879	fast
6877234c-d1e4-43db-b7a8-4c48c3a0d9cd	17.458	fast
e62a0c5b-8a88-4f3d-8215-8264f17d9f89	26.192	fast
6ad083e9-9881-49a6-a8c5-1b69d30178b7	8.548	hac
687098ce-9c02-4dca-a78b-489adef661de	10.093	fast
bad8750c-6103-4084-aa9f-0cf17609c58e	22.381	fast
1560eff1-099f-47f2-bc16-ddcbee58574e	24.061	fast
178278da-e26d-4b42-886a-69250f9c1343	9.548	hac
390b4667-40a9-4e16-802f-3ef656cc5609	6.000	hac
e46ffc8a-4ec0-4848-8ab6-a17e88dcc0a5	18.848	fast
73aee072-1521-4834-bd03-90cafbab0399	8.395	hac
80a64b1c-c985-4cd6-a851-b8390a212d4f	20.184	fast
bf1cb58c-2f1a-45f4-b644-9aa10de441f7	26.033	fast
20709044-ad86-4073-9297-912dc62630d3	10.948	fast
36788714-999d-4e08-9691-add8f256f07e	7.181	hac
05655f8b-ca26-4b33-be7e-17c2a6bacf44	22.643	fast
fd316137-851b-459f-a67e-daefca2c4399	20.422	fast
bf8ba889-3fad-490f-bf78-236f0054c31e	19.511	fast
b8b26a9c-e2af-48b9-96d1-660b05420c54	7.398	hac
20ecafe7-ea58-4bab-9b9c-b5127737b254	8.565	hac
549e548c-f206-4a89-8b2d-b3a8726ac0f2	21.333	fast
99ff8298-4661-4a8b-afe7-1dce45e17c9c	7.095	hac
8ce26f9a-a7de-49c2-b09d-273364db9bcd	17.600	fast
1a4aed92-99d9-4b4a-9481-dc7f23c42b84	22.411	fast
8c3bf116-2763-48e4-8504-4027cacb876b	19.010	fast
e5755ff4-d0e6-476e-92c8-77b6cb4a6703	26.647	fast
09915aa3-bd66-49c8-a180-7d55d4f73ead	24.221	fast
95c91ac7-c261-4fe3-affe-d3150561f067	7.362	hac
1f5a494a-ec7b-40c8-b610-5f6139872582	24.622	fast
fd2488c0-261e-4913-ac28-67aa08d742ee	15.985	fast
c4596161-cd27-4699-9e8f-74889a416ddf	22.161	fast
2c4c0847-4fde-43e3-b8dd-9c1f1466e661	20.821	fast
09e6bd65-a762-4e36-ae50-6541798eec72	20.717	fast
a15c0cfd-d1d9-4bbb-be99-1dc3399ab35a	9.189	hac
a07fd2ac-44d2-461e-adae-37b5b8c6904d	24.021	fast
991535bd-4229-49ec-8b75-11a302664b9f	7.686	hac
f78c47f2-ae1a-4d03-aba9-a11d5811b1d7	23.035	fast
67230622-b742-4ff0-ac45-8ad54c714451	26.310	fast
b60960af-5cb9-4b4a-a314-2be7cf301338	20.860	fast
a52a3564-babf-4c7b-974c-e8d5265b4c32	26.461	fast
cebc6d17-de40-4cb0-9cfa-3b7e12ca741c	25.100	fast
fc2fcb6f-42ea-4094-a78e-7c93627d26fc	22.973	fast
c0a7ef1c-ed96-468a-bfad-4de00664e507	21.494	fast
a4cb7fec-8118-4928-a242-505194219d7b	13.574	fast
41461e7d-2aa7-4e2c-a0a0-feb943e481b3	9.179	hac
2367e3c3-5c9f-476c-be79-7e452d678241	8.726	hac
c18c83d3-8e3f-492d-b09b-9b9966c2df9b	13.500	fast
73535e20-8793-4da7-be70-588d78a9f172	10.631	fast
d653f9f8-abe3-4d88-bf80-2645df965b5c	22.124	fast
875d012d-4d61-4f93-b709-1ce5c5a98d8f	17.723	fast
19d08928-7a39-477c-98c3-136d8c1b80f9	24.831	fast
fe621c0f-bee5-43ae-80c5-2ca87ea88b70	25.955	fast
abacb129-9f60-4054-8a61-bba1895a66c6	23.334	fast
ebbd3d1d-97c7-49a9-8b2a-baca8d474beb	23.313	fast
4837915a-3d18-4977-a1e6-3ec86c06ea7f	23.495	fast
757b3370-92f1-4897-8bf1-8a56f5db44e1	25.606	fast
62732a8b-850c-4a2b-a932-ae486e59b065	24.095	fast
46d48f7a-c201-408a-a7ae-40b00d80cf26	19.062	fast
fb7112bb-a43b-4849-a630-f64d6d72a627	23.298	fast
dc99ee70-9c9e-4efc-b4e6-fed9c662b637	26.534	fast
4a36d2b2-3975-4091-b12d-7d85c861c2fe	23.498	fast
1e173ea2-87a5-4a57-a40f-2ac45c6f953d	22.196	fast
dde09d51-1617-40c9-bcaf-3c44585a06f7	21.443	fast
674d4843-2b55-4884-ab9e-737e13618f2d	10.393	fast
3b4c6098-9c81-4b34-a7b2-375d993550da	21.855	fast
0559bd21-8be4-4478-b604-fc19b3da9c64	26.752	fast
aab02905-d9dd-4114-a536-44f36e479ec7	23.080	fast
685771b7-9f1f-494b-9720-0d421ca0aed7	20.437	fast
88a7dd20-b5c0-4da2-8392-f12e8318dd9c	8.995	hac
7b0543a5-b5ce-48bd-b276-aca9a31c0892	26.690	fast
bf009093-c404-4da0-9fe3-b7b80ab357fa	23.926	fast
9d3d8496-7ea9-483b-a9bd-982935455967	9.706	hac
7c50c397-accf-4009-afb3-810326e8d0d8	27.135	fast
25e3b1e8-7f32-466a-8bca-827d0a471ded	24.799	fast
c5f0e978-42dc-43e2-88f6-eaff25ec3124	26.923	fast
bd2f192c-8df9-4bc5-9f1d-5d735e40bda2	25.526	fast
bda5a1d7-adec-49f4-9741-c8503e3475d5	22.760	fast
08db7c94-3617-4843-8c31-15d8e08e8fa8	8.928	hac
43a08800-1b19-40cd-9018-a0e0756d823d	8.115	hac
529a5e3c-9131-4ce4-9fc5-a463172e69be	17.932	fast
27cc3613-6ba9-44f6-8767-728c8a45938f	25.536	fast
9fa98bd9-1480-49b3-a10d-d0a6c160ef25	24.417	fast
14c1d2a1-9bdb-450b-96a1-f3222c89e856	27.935	fast
d8585bbb-19cd-4b58-b9b7-c165757ac637	21.375	fast
6a40c59d-a9ca-4517-9461-8a366a25a947	22.567	fast
2c648337-687e-4b65-bf0c-f9e79d7eaea0	24.046	fast
17aed707-7e1c-4e53-959c-191065343ca8	26.920	fast
4b1f8fd1-732c-46bb-a04b-cf705530d874	19.474	fast
92ee8429-e151-49a0-b9e7-87675bfa78ca	22.316	fast
18f64951-8b35-47b9-84cd-d5dc92b839d9	8.830	hac
ed4e8f0d-3b89-46c6-88c3-b947832a2e69	17.333	fast
dc86a45f-fd67-4cdb-881a-7a68a5f65a07	6.863	hac
333446a4-d5b2-4ede-9227-1f3db676744b	19.070	fast
2f37e1fb-7e1a-4b87-89d4-7bf9e1fd7b94	24.344	fast
e8746b45-692f-4638-85f9-af785955ae5b	10.341	fast
267f069d-4925-44d8-a592-ae707426cab1	25.592	fast
bdd6f626-2a54-4426-befb-85991e974bc9	25.373	fast
941b6e91-a873-4c4f-8dfb-934253c771b2	21.036	fast
40ccbd48-37de-4cd4-83a8-a93add613c5a	22.451	fast
bcc51d48-e3d0-4205-ba0b-ad14ff88cf60	20.064	fast
42cbfdcd-520a-4955-8817-fb8e761ce6f4	7.901	hac
06bf56e4-6ab1-46c7-859b-80fb221c1790	11.634	fast
78334b7c-babe-49d2-bc22-c3255a6599f5	9.497	hac
3943932e-351d-4d78-8491-ca9b7553f594	9.320	hac
66aa4592-1183-4a40-844f-dc2b24d4b034	8.899	hac
3874711f-3679-48c0-a0eb-6f5575858aed	20.592	fast
b02eb711-d110-4c34-9bb3-e52169972c8f	26.918	fast
b98d10af-40f8-46db-b72b-d1c706e81b15	8.351	hac
64bae50a-6f1f-4f0f-9a8a-fcefb125bc5f	15.540	fast
bea82b40-4de4-4655-b945-4d373c6237ac	23.889	fast
0584ee32-98f8-47a1-a30b-eb98ed23f1ed	26.739	fast
772011a9-7bd3-4315-8aef-6b91b7da234f	16.946	fast
7e6de7e1-3e2e-4c99-bb01-51a4555da592	25.703	fast
f3683184-e6be-4795-a5fe-b9bf7c7ac790	18.302	fast
b2860747-ccb2-433d-bd24-e73d8dd0ba23	25.956	fast
f3379624-5d6c-4202-8ddc-d9ccb60ec681	23.202	fast
bbb85168-5512-45e3-ba79-58c598b75000	25.614	fast
d3118ac7-4ed6-4799-a18e-0f8e35f6cb2e	16.910	fast
c002f7b5-4947-45d9-a1d2-2897f0d8c1db	5.246	hac
9ee7be26-1b97-4c53-9704-40824bdd3243	28.143	fast
0a21cf8c-aba9-47f3-b837-0e2f0525c865	21.225	fast
9aa4d238-3422-43cb-b1ed-b39690d66495	27.453	fast
e86001d3-73d3-46da-aa99-de787ad52ab4	23.999	fast
0032c29d-288d-47d3-b6f2-0157e50000aa	25.608	fast
82e80452-70e2-4cbe-86c4-7095f674aef1	17.475	fast
fa81bb8c-2ce0-4044-9e57-9c291b2f57b7	25.286	fast
8e287955-3eda-463c-aeaa-a97958b00338	26.451	fast
37467193-521b-4390-8c5d-b7ac1b24b6fc	9.510	hac
2488eb6c-54b5-4682-8301-c29d73cb61c1	17.761	fast
abf5661f-134b-4079-97d1-8d49db1860fe	21.658	fast
73c0eae7-a3f0-4162-98c6-7811482ba351	25.427	fast
366afee0-262d-4d91-8c5e-d8ddcaad3791	24.240	fast
4e54f5ce-c8a4-4330-832d-aef211b979f2	24.327	fast
ede78182-4f62-432f-8e83-d8662dd876d0	25.142	fast
1acd1901-cefb-4a85-9181-5fe09db2fd2f	25.713	fast
23040eef-6875-41c0-b1b6-a9af7657b07f	25.431	fast
30e31f3f-4e57-4c61-8eef-e2cf31b2e77d	23.378	fast
814bd21b-5fdc-4c4c-b6a3-981613e94dd6	22.594	fast
d8718ffc-bdb6-489b-8a3a-4c7d4691b021	22.878	fast
5865343b-43ed-4284-8a5d-022e1344a76b	22.305	fast
dbbeb06a-8ba8-4fad-b185-10ad0f1d0f1e	18.300	fast
fd34df3a-3e52-4c9a-bc27-007496ac6b2e	18.651	fast
04d98109-fc66-492e-9ecc-dba6aee42971	24.788	fast
29101035-d354-4974-8143-e8321a5fe07a	22.195	fast
60805770-4928-4965-8703-564de641662d	8.906	hac
3d1f1656-f658-483e-8424-da1e04628358	28.668	fast
5029e011-3f1e-476f-a72f-59a10d9283a7	13.270	fast
81510eb1-46d2-4326-b31e-173f9fee781e	9.717	hac
bbe6b9ca-b7b1-4c16-a4c6-a2a8db642ddc	17.455	fast
2dc427e5-1766-4f0c-953d-df28069f8c2d	19.045	fast
9fe28da8-5da8-4a3b-92fd-e2119bccfb11	9.622	hac
6a5a48c3-1d54-4498-8e06-6a665782fb5f	24.140	fast
0102bb4e-bd6d-4e22-b548-9c225ec660d3	23.842	fast
08e325b8-2653-40a9-a93c-46d2c79476c5	10.638	fast
90add709-d6a5-4c04-8564-7759db86af13	23.752	fast
4769276a-6580-4203-863e-172cfeeadc0e	6.382	hac
32b12101-8acc-4cfd-a3ad-fa3eae1a4fd2	23.675	fast
0467283f-97fa-4e73-92f8-0b2c45653474	23.822	fast
cd1c63da-412e-4831-8de5-8a7df6eb7631	15.623	fast
a0d77db7-deae-4048-a4c4-00e8d753404b	23.817	fast
6a55510e-3c84-4bbe-bc84-ebce281428b5	24.635	fast
779275e7-3d26-4b18-ae3d-61300373598d	23.243	fast
7ba8a741-f388-40d1-898d-0e25316a8174	26.630	fast
a758afb4-ab95-49a2-ab3b-cae7641cd761	20.799	fast
82851974-2658-4978-8e91-7a9b254cfc42	21.331	fast
9add99ac-2730-464c-af61-fbda2c51ac6b	22.243	fast
a36814f1-7331-4241-b9a2-a9014e20a85d	24.940	fast
78810bd3-fca7-484a-a7b6-6ad4b1710aba	24.982	fast
9ec14f3f-852e-4fd5-bf37-d7a7b05dcc78	19.870	fast
f9f7f5b1-fcfa-445b-b879-1c1bd18428eb	12.807	fast
a921b377-91be-4b30-ab10-005b7b295990	13.826	fast
cc6a1b41-afa2-4a71-8f22-020abae4e2a0	7.889	hac
d34a6d8f-d68a-4bfe-9335-99d2dc1ee86b	25.420	fast
d9598407-d7bb-45b1-b524-48bc516f6585	24.773	fast
3e676474-d5b6-4c9b-b98d-d2df6572b575	24.008	fast
cf7718c0-9eb5-4d84-bdf7-2372df11bbda	24.501	fast
defdb9d7-d6c5-4b40-8007-9ec6299628d2	9.203	hac
9a03f28f-e307-45af-bf17-6f377cefbff9	25.317	fast
f862043e-e0b1-4c20-9cd2-1336581d861f	7.689	hac
797bf2c0-f522-40cb-9db0-0408aa40a45a	25.717	fast
fc8f7a0c-a393-4025-b295-6fed165e06a8	9.179	hac
e3a95bad-6b39-461c-9c2c-afd3475e41f2	21.500	fast
d9291f0d-578d-48d3-a727-84528a91d74d	8.190	hac
9b644d1d-0043-4a74-a87d-7f1fbaa5b232	24.030	fast
edeb9eca-a8e5-4f49-b6df-42773a0b1be4	21.182	fast
3b9e0b2e-6646-49fa-8e76-e21c01c0a23b	23.178	fast
7ea487ca-7315-426b-99bb-b23a46ea08a8	25.590	fast
9e708db1-0376-45fa-ba09-460335f493d8	24.124	fast
51d1ff4b-f236-43a3-be46-b35e8d8260a8	25.094	fast
b0f8971c-c2b7-43d8-b00f-4af5e3827458	22.023	fast
49ace082-9f72-4921-92b5-d4cb8ddee4ab	27.686	fast
7668a5b5-e2fc-4868-9d5e-9ca2e9ed6dac	19.078	fast
c7afed3f-a7e3-42e2-92a1-7da955f4c6a7	10.061	fast
e502386e-698b-4525-85c1-2304f0e3ef02	24.033	fast
3d194b6d-f2c9-4f50-b4d1-9c3150818775	21.716	fast
b05bb205-92d0-4fc4-8636-6900062c11d8	24.159	fast
91cb9377-0be5-42c7-ab97-0ab0e4a2f9b5	7.952	hac
c1d58a3d-fcb2-4eac-8c79-19e49c058371	20.466	fast
8055e68d-c063-4eb3-b96d-70bd467ef3cb	25.978	fast
50520824-fd05-4450-82fa-ad5e4d41522f	26.397	fast
495d196b-4fdf-475b-ba24-8d853721fd2f	19.856	fast
faebff95-2478-4dd4-bca7-369663952e21	23.990	fast
2566b9c4-1168-47af-93fa-db1feb7d9073	24.135	fast
ca6469c1-dcf3-4bee-966e-b9914def2a35	22.044	fast
5d041dc5-8a41-41dd-a4b0-c330763384e4	19.283	fast
2742af16-9dac-41e8-9d95-803146cfc461	25.010	fast
0e8c083a-8aa9-41a3-8e3b-72e724b4ec82	27.870	fast
f8663610-9e03-44dc-8bdc-6a9485b55877	22.446	fast
4549723a-a1f7-4c8c-bbcf-bf04dc32cb7f	23.928	fast
fcdc33cb-cce6-4172-8976-2855e6cf3560	8.432	hac
35e82b9b-144d-425b-95c4-537dfe16e97e	24.382	fast
63623dc4-b59e-4f98-b600-c920b83108bf	25.813	fast
05c67112-9561-4548-aaff-1d81e629517a	9.243	hac
f08d4e26-a7bf-4fe8-aaf7-9de7d6a52474	19.375	fast
0c4c097e-e518-48aa-9473-c11249c896c7	26.964	fast
71fae8bb-ea6a-41f3-bbc7-045fb45d2f93	21.547	fast
b53c14a7-ed4e-452e-ad55-7e869750daec	20.242	fast
895ba124-1709-4a3c-9d1e-d74ec358f9d3	19.605	fast
a7e8eae2-5e3c-4657-acfc-e2c7bf721d61	19.813	fast
5269ffa3-42e1-467c-88e9-c2fe43212bce	24.493	fast
2033b366-b927-4f2a-b49f-6d994bd60379	24.301	fast
acb6cd9d-15fa-4e82-bf40-1c046d5c7e45	25.856	fast
09430c61-0b40-4421-8f52-8ef8a4d0a6c5	12.108	fast
f64f4e3c-b39b-4757-9416-b0455622cbbc	8.710	hac
52d80fdf-adf8-4dd3-8810-5f902d4537bb	18.961	fast
c2d25c33-c864-4097-915c-cb780592b715	23.820	fast
86a2a6a0-5080-4ad8-8823-99aced5e5cab	25.776	fast
9d7e77c6-c0c9-4c9b-9198-b745c3a909bb	22.337	fast
00afd4f7-b8fc-442b-ada1-1b182aaa6af4	21.224	fast
629885c9-a33b-47b8-be46-a2e5d93de38c	25.478	fast
50e9d7e4-baf6-46dd-8567-0540efdab862	25.471	fast
754b4d72-e903-4e6d-a143-741cbb2901dd	22.745	fast
642847df-8b23-419a-bdb9-364c57878776	24.931	fast
00c62a3d-b19d-4c3f-a0ec-a047ec7e79f3	25.957	fast
4810da7b-d1df-4caf-9d03-d288d305f0d4	19.396	fast
61c77892-32f6-4dd2-86df-dc3944ad5516	5.778	hac
b7c1b594-e3fb-4bf8-8a64-f23ead5a907a	24.384	fast
104156ed-9e20-44bb-bea2-3ac6a334c9c9	21.289	fast
42485966-cb7c-49db-bd49-48a1e7df4193	26.996	fast
3ade1c84-516f-4032-a070-618b9b1f4d37	22.899	fast
3ec904ab-3e0e-49a8-90a1-2af19a12404c	22.164	fast
44ee513f-0ba7-4580-aa82-29b64e29e9b6	9.298	hac
4b0182d3-2381-492d-af25-a18400805133	16.055	fast
c284f45f-ee5e-4d4e-b3b0-c5676f43fb73	20.656	fast
a2ed898f-9b9d-4748-bfbc-cc27560a3328	11.034	fast
a358fc77-4152-40bb-891b-403846256814	21.020	fast
44a29667-735e-4f57-bbd0-cd757fcbae03	20.269	fast
68ac89ac-cac9-418a-94e7-7b38056639aa	9.163	hac
db632903-2037-4018-83da-af44da2a2477	26.874	fast
ac0e86c2-adee-4dd8-bcae-68670470ce30	24.044	fast
963bb3bc-766b-465e-b4d5-272469b81394	21.452	fast
23ead877-5cdd-4dda-9b4e-f03380921c12	21.775	fast
be9ad8de-c8d5-4277-a017-95212a13ef94	8.169	hac
e5912443-9b87-4371-adc5-022ab56d9e13	23.491	fast
7fe8e7df-f41b-4626-b164-5c75c1feedf5	26.669	fast
c1ccdcdc-1e9f-4544-9623-b96b978a6576	22.958	fast
74ccbf6c-816c-4d7e-bf2f-4f69fcdad323	12.797	fast
3af30708-89f7-4109-b490-e3864d523424	22.083	fast
660d9b37-7e4f-4fa1-879e-91ef1ef5c36c	25.290	fast
c600cfc9-1e6e-459b-8fac-049dfd0fbfc1	18.642	fast
ba86958b-eccc-49f5-a534-ad2dd6fa6042	25.822	fast
87970655-d112-4ae3-b3ba-a7303e42cd3f	24.664	fast
92d389aa-f756-479a-85ce-2fe8dbaa48ca	24.415	fast
0d6825c4-9008-4d1a-a474-cdaac92b392f	11.666	fast
b9d3693c-dfb7-488a-aa65-00c0cafe6ba0	26.930	fast
bcc23917-48cd-497f-a0dc-5b151c101327	23.785	fast
0962cd2b-132d-4f23-b9fa-507b0e813822	22.799	fast
91fe320c-4c49-40c9-b075-ecafc3045f19	23.278	fast
31498c36-9fb1-407d-a1e7-2d4cfa8cd621	8.054	hac
50783774-46d4-449d-a9db-e1ca772c8af2	23.408	fast
279519af-3644-4892-a468-69ad6d112db8	28.556	fast
effe29f8-ad15-48a0-9745-13d7510e3a73	24.159	fast
8e4c0762-c68e-4dee-8486-9599ba9f9456	25.956	fast
a30d18fb-20a8-44d7-973d-b4f6a1b7dc6e	7.490	hac
8ee0ecb2-e21d-48da-9b89-2d69660d706c	24.670	fast
e962bbf6-d505-4f25-8102-67e469a3ac28	25.649	fast
24caad86-ed54-4bca-be56-a07924b23a05	23.571	fast
85812998-d636-4183-bee0-52798b138873	28.047	fast
1527be34-f5e6-4438-aa3d-b7bc552555d4	7.569	hac
ee2b3b18-1563-4401-bde8-355158a0c0c7	25.003	fast
441642f5-8ba7-422e-a1f6-e382dea180cf	23.831	fast
025fc517-d556-497e-8b46-0ed936381503	25.336	fast
6f2d881c-5c15-432a-afb5-9df0d915ef49	19.926	fast
bc2fc36e-044a-4317-a831-1c94c733734e	23.320	fast
4b8b0d99-f4d0-4435-a810-33712a389c43	21.254	fast
4487c3db-79ac-49e6-babe-0580985c8646	22.846	fast
4b81bc0f-45da-4b09-b85e-d68174646b1c	11.207	fast
